Filename,Label,LPC2,LPC3,LPC4,LPC5,LPC6,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC_Var,Spectral_Contrast_Mean,Spectral_Contrast_Var,SFM,Spectral_Spread,Spectral_Skewness,Spectral_Centroid,Chroma_Mean,Chroma_Var,ZCR,STE,RMS
16\BI-10.wav,BI,-1.2104675,1.0214769,-0.43514574,0.17648403,0.11940727,8.424542,37.70777,-63.333485,8.931552,-3.6716466,9.111065,-5.1188183,-0.9643761,-2.4463067,-10.278404,-6.603852,2.705949,-1.7517452,183.47528,18.059074330776586,11.760410887739672,0.09351258,1647.2256352642808,2.24622,2457.5884212472392,0.56531006,0.023785582,0.242218017578125,30.24930480841431,0.16590525
16\BI-100.wav,BI,-1.1995848,1.1548434,-0.60250413,0.1842214,0.14708881,-94.36441,25.255947,-65.74247,2.5592544,-17.903814,1.8263019,2.4886632,-0.43324995,-11.632033,-16.76969,-7.2919984,-10.272505,-9.688281,343.49854,18.603491397723225,10.701702871393922,0.09234314,1661.2254837170403,2.1373162,2646.0278508025453,0.5353412,0.021813875,0.29862060546875,5.1632331734924,0.06629616
16\BI-101.wav,BI,-1.1580765,1.1030481,-0.6163696,0.19082679,0.16233797,-85.95758,26.578016,-60.427673,7.0501485,-15.052423,6.470608,-5.201581,2.361729,-3.4026818,-18.10582,-10.650928,-3.014721,-8.716101,42.922592,19.316584066634356,11.013696597444536,0.10015476,1673.147843595097,2.0342898,2665.7150656621825,0.48739144,0.009100616,0.3065518465909091,3.6390245096250013,0.058863275
16\BI-102.wav,BI,-1.2403686,1.2487854,-0.7212872,0.28446057,0.11443467,-78.10212,27.201483,-67.84726,7.8335814,-17.840137,6.520208,-4.85757,1.1311796,-6.053769,-15.833849,-9.270636,1.8940744,-6.8463717,77.42144,18.33612983597117,9.82899386023954,0.092908815,1613.8891400309694,1.9167194,2624.986275968749,0.5158039,0.014223159,0.2903564453125,5.032500529064773,0.06797217
16\BI-103.wav,BI,-1.2988533,1.3121353,-0.7527167,0.2782637,0.09082336,-80.508995,30.946686,-67.20525,6.208219,-23.557432,1.1456119,-0.072027616,-1.099954,-11.022687,-12.051339,-3.9948375,-6.1819024,-7.110495,185.76994,18.79219272204211,7.306298636685999,0.08357178,1596.4483818651515,1.9410642,2562.2869093192903,0.5764563,0.014997769,0.28512137276785715,5.460782807354223,0.07066238
16\BI-104.wav,BI,-1.2790642,1.2181847,-0.614069,0.17855185,0.1922782,-63.336464,31.07241,-68.44641,11.553704,-12.943773,3.4093556,-4.2395225,-0.4134614,-5.782681,-16.210314,-7.330894,0.5998084,-5.055196,79.62492,18.11680867258092,14.742097326856916,0.08661692,1583.3390840504394,1.824163,2542.7641450523224,0.4820634,0.009922422,0.25867638221153844,6.287486755324958,0.07747165
16\BI-105.wav,BI,-1.2903329,1.2851573,-0.703006,0.24804848,0.116066694,-68.07719,25.661856,-71.05136,5.248957,-21.37494,1.7211461,-0.38713047,-2.369621,-9.335662,-12.019385,-5.512623,-7.820794,-5.8484197,219.68027,18.484649863089714,7.8338959374558135,0.08752245,1587.2223011582455,1.9066012,2604.7463777795965,0.58818895,0.016356966,0.2855902777777778,7.355623073419029,0.08191336
16\BI-106.wav,BI,-1.3009899,1.1266377,-0.55363864,0.08545331,0.25740352,-43.997547,41.346077,-63.929638,4.91298,-11.864088,7.0701666,-6.4921217,-2.3749328,-3.7827544,-13.806387,-8.359193,-3.5030086,-5.929494,122.20033,18.261166567364373,17.323849975069663,0.08663608,1643.5402118958593,2.0183558,2423.0092128022948,0.5853304,0.016762497,0.24434988839285715,9.347003675652322,0.09218681
16\BI-107.wav,BI,-1.1627781,1.1647264,-0.55070627,0.042776406,0.2752198,-98.508286,27.666813,-53.143955,16.462914,-13.632524,5.3918986,4.238077,3.2100477,1.0061696,-8.1573715,0.76315236,-9.475112,-6.5550714,45.383137,17.630794460268614,15.695376214177097,0.09855927,1653.3649433472788,2.0601773,2724.52926655125,0.5576626,0.013633609,0.2909613715277778,2.8750420324504375,0.052375328
16\BI-108.wav,BI,-1.2260029,1.0764763,-0.48868608,0.16726714,0.12124188,1.2021494,28.335835,-69.99757,0.94520366,-12.420615,2.7312098,-2.4538746,0.02973636,-6.9964075,-10.123623,-3.8014965,-7.6358976,-3.5258298,92.26463,18.156672357102387,13.542200874658821,0.096494064,1633.153425576795,1.9145017,2549.5792399465563,0.6541795,0.021556614,0.2654239430147059,23.497610450201833,0.14896052
16\BI-109.wav,BI,-1.1835705,1.0101029,-0.41706896,0.069569394,0.20377256,-60.952915,25.456411,-69.47425,1.0179229,-16.880394,2.0309687,-3.904027,-2.035651,-3.5045922,-18.946037,-11.115041,-2.8651102,-7.933245,118.989365,18.676402922964655,7.988856684265718,0.09673797,1648.412521481492,1.9937783,2598.945995135906,0.5110211,0.017276404,0.2839057736280488,7.375536151080864,0.08134545
16\BI-11.wav,BI,-1.2704816,0.9828062,-0.48385033,0.22334716,0.09531296,-17.402311,54.663536,-54.615288,8.827687,-4.9877257,8.550986,-7.583117,-0.013602197,1.1271448,-5.5092993,-5.7823153,3.6104062,-2.1901848,324.72092,17.730022763023808,10.25099260053969,0.07654706,1630.7652904390084,2.4872503,2248.0704997970433,0.5788428,0.038559746,0.19451904296875,22.74393113454183,0.13990027
16\BI-110.wav,BI,-1.0935796,0.97539055,-0.41423747,0.021431372,0.26063937,-103.71503,21.548183,-61.489357,6.1250763,-15.468806,3.7354827,-3.0155616,0.21345565,-2.0587955,-20.507393,-10.868986,-3.3563128,-7.6212807,58.421307,18.483309843187037,8.593440020734947,0.10883524,1689.238304889612,1.9812247,2719.3046573603,0.47574744,0.011232845,0.30659412202380953,2.5676939524044946,0.049501333
16\BI-111.wav,BI,-1.1114604,0.94017726,-0.36136326,0.039856765,0.24239348,-77.817665,23.143084,-67.27132,1.6638535,-12.267984,4.0704927,-3.894333,-0.73559856,-4.33524,-17.996798,-11.768958,-3.4950776,-8.18251,155.95822,18.635678870167162,8.534504186347146,0.09992242,1686.137255194828,2.0799053,2651.9535032438184,0.5127463,0.015919035,0.2871344150641026,5.505360663856547,0.070586435
16\BI-112.wav,BI,-1.1666942,1.0964651,-0.48067465,0.117045596,0.1549131,-81.894104,20.557817,-67.88638,3.796288,-19.772974,-2.0810974,-3.0988164,-3.4654148,-10.248465,-16.090763,-9.536836,-9.540693,-6.793344,57.600033,18.76974186768278,9.435184133728646,0.095891066,1640.484416177609,2.0401058,2675.258542913806,0.5588744,0.014606863,0.29822998046875,4.687492518803647,0.06624425
16\BI-113.wav,BI,-1.0887121,0.8469926,-0.28808337,0.008712824,0.23394181,-42.639664,22.52715,-67.94735,-5.551649,-12.851277,1.4829282,-6.157871,-3.728974,-6.127827,-17.323183,-9.649359,-3.9834006,-6.905462,177.2568,18.695203737381455,10.009987630765716,0.10831127,1727.443881247378,2.0147862,2647.3692163428013,0.5860714,0.024806343,0.27687174479166665,11.382817627514823,0.09976861
16\BI-114.wav,BI,-0.9734598,0.7012657,-0.13083677,-0.017843436,0.19970179,-2.0941825,23.353132,-61.77332,0.7099448,-2.4825554,4.5822315,1.281685,-1.4965649,-4.4657316,-14.241937,-6.6191163,0.5239172,-2.0215526,202.63445,18.66896345754015,13.087785314432637,0.11765278,1760.077609851289,1.9789777,2666.3297437271626,0.5922831,0.013660267,0.27354847301136365,24.024781526701357,0.1477953
16\BI-115.wav,BI,-1.0081499,0.8034893,-0.17885214,-0.010412649,0.18701926,-28.109821,12.639581,-67.83026,0.5219373,-11.918826,-1.6059142,1.3489063,-2.7753637,-7.5856824,-14.786521,-5.856531,-3.4804883,-4.6972256,220.13873,18.43567572429855,11.671668738710363,0.11718739,1713.7317327735977,2.0035467,2758.258939829476,0.53055495,0.016171008,0.29401266163793105,15.774840354357428,0.11934656
16\BI-116.wav,BI,-1.1867452,1.1016189,-0.42862996,0.1114992,0.12260506,-75.59708,27.785204,-60.166187,10.891779,-11.35019,-2.128804,6.17386,4.085844,-6.727892,-11.286741,-2.6101408,-7.1094193,-1.1830447,188.95435,18.0048688213888,15.956511456381955,0.09431788,1643.300369655978,2.1496408,2602.049573794947,0.51862574,0.017017502,0.2672200520833333,6.710713000743296,0.076521285
16\BI-117.wav,BI,-1.1896045,1.0016546,-0.35463658,0.076223984,0.07414963,-24.985329,30.303047,-61.44238,5.7084165,-11.667065,0.9642386,6.4090147,-1.4671787,-7.9481006,-6.8971815,-0.49079487,-4.6183877,-0.29511428,107.48906,18.102419876470474,14.022607403894284,0.101093166,1667.5261067690974,2.1543338,2565.7898504782293,0.47417617,0.009961303,0.24897904829545456,14.238839843975645,0.11415319
16\BI-118.wav,BI,-1.0176513,0.7307871,-0.13794044,-0.045417592,0.18249525,-13.399119,28.093616,-58.179615,4.5001664,-5.6650853,5.6755857,3.9273672,-1.0030164,-4.196523,-12.916702,-4.3011327,-1.6220037,-2.4847631,265.42795,18.20614652777,12.001727960452659,0.12079427,1749.6770044507969,1.9293491,2611.7444079806387,0.60912836,0.016294539,0.25367838541666665,20.314232075329997,0.1319591
16\BI-119.wav,BI,-1.3584201,1.2432214,-0.655798,0.13706504,0.14185101,-82.1187,41.25449,-53.94719,12.0454445,-10.983164,-0.4097271,2.1487346,5.9739943,-2.9729402,-7.982892,2.3893507,-3.6857064,-2.1050723,277.2974,17.81236955937239,23.875372326569128,0.09087559,1653.3863141124102,2.1894205,2492.4119094505345,0.5509812,0.031734366,0.25159801136363635,6.106302923655936,0.0704101
16\BI-12.wav,BI,-1.2390865,1.1056916,-0.6093101,0.27311683,0.041125476,-41.342335,33.79238,-71.67282,-2.1944027,-15.965149,8.483715,-4.2737513,-4.6492667,-8.682247,-12.598373,-11.189323,-7.221712,-6.6329374,45.48946,18.223880841119836,11.619771727958218,0.08569919,1626.5766365850272,1.9638643,2492.272616885733,0.6479642,0.020399878,0.258392333984375,9.851186816667905,0.09595482
