Filename,Label,LPC2,LPC3,LPC4,LPC5,LPC6,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC_Var,Spectral_Contrast_Mean,Spectral_Contrast_Var,SFM,Spectral_Spread,Spectral_Skewness,Spectral_Centroid,Chroma_Mean,Chroma_Var,ZCR,STE,RMS
17\BI-24.wav,BI,-0.22160986,-0.056872185,-0.0017507522,0.2549616,0.17388357,-75.03531,23.047323,-14.134607,5.643053,-37.70684,-11.053933,-30.460913,7.1778812,-28.636839,10.2814865,-18.594366,14.973813,-9.637726,10.812132,18.87356037225859,3.457911460098803,0.30448616,135.83733950862785,1.6778376,218.5756493349456,0.62106127,0.0025396154,0.19091796875,0.1249419110827148,0.012983832
17\BI-25.wav,BI,-0.06767662,0.15740612,-0.004282612,0.27754432,0.05815232,-55.91963,13.170355,-21.893385,6.6957364,-29.551582,2.7492063,-14.046288,2.893938,-10.257276,12.391472,-13.965273,11.586823,-6.3226385,12.30547,16.885211720283735,1.6307822016047293,0.42453808,132.54222277186088,0.90514004,241.20326564693005,0.657966,0.00060221524,0.12353515625,0.15738902861873308,0.013512289
17\BI-26.wav,BI,-0.059003834,0.12330981,0.026897768,0.1832735,-0.14616288,-59.678978,11.980968,-20.617966,10.125614,-21.631245,21.153397,-24.740986,11.196491,-9.634987,7.3389583,-23.038975,-1.6198959,-14.481289,0.0,17.321859240354364,0.0,0.42301115,134.18876865448092,0.89329547,242.2354392931165,0.48114002,0.0,0.107421875,0.1452556406147778,0.011302637
17\BI-27.wav,BI,0.14868683,0.10908754,0.037787985,0.26502982,0.055973943,-69.01648,-2.5360942,-17.42529,5.333482,-30.104393,6.099796,-13.884012,8.425054,-16.145794,11.176392,-13.854811,8.938641,-10.437717,0.0,15.159516281362862,0.0,0.4680831,134.81500015257708,0.5591376,259.94524661088826,0.59485036,0.0,0.11962890625,0.12448871415108442,0.010034148
17\BI-28.wav,BI,-0.085971095,0.0044126064,-0.08045185,0.2135915,0.22980186,-92.19417,15.424263,-18.404663,11.023009,-34.275597,-7.0037646,-29.29618,7.331852,-24.27476,8.372583,-14.42276,16.550856,-15.950382,5.0586495,20.476031366215008,5.859970438012023,0.33119804,136.64698010265096,1.6792569,235.734418850723,0.7285213,0.0011059378,0.140625,0.11457615283628304,0.0100661
17\BI-29.wav,BI,-0.13627613,-0.046125077,0.062060013,0.24485117,0.22865656,-79.00677,19.35522,-9.846178,4.2912345,-30.87689,-8.842169,-24.531158,7.4423027,-14.98564,17.946762,-7.981156,22.041374,-7.8474016,14.006224,17.880679243325602,2.511081755744593,0.3157195,138.33325673474252,2.3357759,223.0296995567911,0.5722657,0.0066764913,0.13720703125,0.17826312221586704,0.012065571
17\BI-3.wav,BI,-0.099403046,-0.023421913,0.09682363,0.31685147,0.20810716,-97.66232,12.995523,-15.255193,-0.6486828,-37.840904,-8.080252,-27.97943,11.532493,-15.895752,18.941616,-0.995515,15.2706375,-15.141967,4.544166,18.490568361693146,3.761214720717041,0.2833525,136.31688244203508,2.6850438,230.50220224941063,0.4583273,0.0027578464,0.15576171875,0.11334721619884174,0.010460836
17\BI-30.wav,BI,-0.095736906,0.002141308,-0.08317552,0.24283928,0.14738399,-92.0892,13.739658,-18.199518,7.2845745,-32.408752,-7.128647,-26.558722,2.0815797,-25.265259,13.000387,-18.163086,10.889223,-15.179689,7.510865,19.23306087900704,1.1808517946485695,0.35330677,135.9647045352384,1.1298578,235.5056409587463,0.71285754,0.00130094,0.14892578125,0.1056390730664134,0.009677994
17\BI-31.wav,BI,0.028673787,0.056442603,0.02200386,0.39423594,0.11425817,-60.949074,3.2494903,-18.022772,6.694771,-40.26133,-0.18524808,-25.683064,7.46081,-11.892964,13.363266,-13.64447,2.325474,-18.38433,1.3305774,18.701486353985306,5.12600431700685,0.39514995,135.0895213229787,1.1170636,249.41064935818827,0.6794594,0.0020977512,0.1240234375,0.18103085116793713,0.013031928
17\BI-32.wav,BI,-0.16258493,-0.06348294,0.10823387,0.4146277,0.015214884,-101.849594,14.228386,-7.046924,1.6631618,-43.043945,-5.4930816,-19.06651,14.974705,-8.185135,6.7258034,-11.825821,6.9361753,-17.768389,0.0,17.166919556146116,0.0,0.34114367,136.93993187682597,1.711421,230.6286320112818,0.60577714,0.0,0.087890625,0.09271158464252949,0.008564138
