Filename,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,ZCR,STE,Spectral_Skewness
source10_segment_132.wav,-239.2358,133.54182,-24.80132,30.656635,-7.463519,-0.22134572,-24.953516,-24.929955,-15.396094,7.751524,9.967072,4.8277636,-16.083145,0.07801836386494253,5.99843128233206,6.1123347
source10_segment_133.wav,-159.14145,58.06031,-63.92628,-9.291359,-0.17519353,9.073099,-3.4427674,12.460532,-1.8468074,2.549624,-6.8500886,-7.483154,-7.551149,0.1591852999281609,8.402159596878992,3.891635
source10_segment_134.wav,-191.57207,89.36853,-41.81698,2.400285,-1.5769455,6.6155915,-17.46776,-9.109594,-14.190177,6.6910877,0.31261098,-2.2131534,-8.07726,0.11772629310344827,5.8009303195787405,5.0269814
source10_segment_135.wav,-273.47394,125.15789,-23.137957,23.277962,-2.496905,-0.08725402,-28.484167,-25.079268,-16.002777,3.9197068,7.5982647,1.0893829,-11.972469,0.06580572018678162,1.7832143787166168,6.8419385
source10_segment_136.wav,-292.17752,127.58768,-17.873358,19.212378,3.470546,0.7893106,-29.079613,-26.512123,-22.231283,3.1207798,10.199504,1.5766656,-14.881001,0.06512100395114942,1.6208336307592262,6.460293
source10_segment_137.wav,-169.09909,144.97296,-28.084414,27.350075,2.9097192,1.6674339,-31.8411,-14.769063,-13.986442,12.196319,7.6763873,5.6859775,-6.144577,0.06670932112068965,20.848941633777542,5.7482653
source10_segment_138.wav,-165.57309,156.80916,-25.360966,29.157957,13.898794,6.5825667,-37.50076,-16.466421,-17.655527,8.338205,4.7818217,8.658895,-9.376738,0.05541150323275862,18.9730835814971,6.1516647
source10_segment_14.wav,-347.50708,73.852356,-13.419972,15.34917,-4.8886623,-2.8722236,-11.335361,4.693493,2.9563668,6.0164647,-1.9762357,-0.6457879,-2.457886,0.1483757632902299,0.8325011240553924,5.2939167
source10_segment_140.wav,-132.98724,53.733795,-66.276924,-16.457281,4.050247,7.037747,-2.3927176,17.246319,-6.5014634,3.8772187,-5.0415473,-7.2395887,-4.841052,0.1607006555316092,10.094602591604337,3.444499
source10_segment_141.wav,-189.28267,86.01812,-36.01405,-5.177805,6.182532,7.3846135,-11.590399,1.3298975,-11.487586,8.269014,1.6073076,-4.456386,-5.9594474,0.12476989044540229,7.598446662923129,5.014729
source10_segment_142.wav,-174.12248,153.48087,-26.153864,25.953993,13.723395,7.009393,-24.544504,-12.489903,-6.8883967,10.242134,3.059263,-4.628363,-1.7771196,0.04850821659482758,54.050014729151265,7.4086695
source10_segment_144.wav,-195.41588,160.19376,-18.726385,15.719161,6.5466914,3.7508986,-21.665926,-4.0996265,-5.8190045,8.002663,3.8120794,4.4666896,-2.0631583,0.046285695043103446,42.80410506732591,7.57471
source10_segment_145.wav,-204.87495,174.44058,-7.8360686,18.56428,5.557306,2.395063,-18.252344,-0.25948372,0.36612043,10.103167,2.819507,0.05136645,-2.4466736,0.034572557471264365,59.8437900250328,8.726457
source10_segment_146.wav,-193.61696,174.53862,-10.469338,23.878948,13.5607815,6.0546994,-21.736591,-5.0397277,-10.387136,6.7005167,5.4690914,1.0027331,-7.149478,0.0319964529454023,60.93910636809579,9.308335
source10_segment_147.wav,-160.37349,187.22638,-16.163445,18.676384,2.0729327,3.802083,-17.876314,-0.98008204,-2.4691901,5.975239,5.537697,2.6003134,-2.9160056,0.03076171875,73.1539660220559,9.201639
source10_segment_150.wav,-135.28183,85.73317,-39.489796,-9.257821,0.4044734,11.204938,-9.396992,4.6980824,-9.526236,1.6322584,-4.673095,-2.7373106,-4.7614846,0.13381712464080459,26.964144671111015,5.220267
source10_segment_151.wav,-111.94258,153.43538,-29.500555,24.67951,-7.2193303,2.0087638,-23.148031,-5.8639708,-4.9641285,-0.29732656,3.970855,-2.431014,2.1153202,0.06928542564655173,81.54785719795431,6.8545938
source10_segment_152.wav,-259.06665,111.91807,-15.5822315,29.478897,2.572041,7.8864064,-24.047667,-9.032846,-8.849536,6.2552776,8.284139,-2.039908,-5.4746084,0.10830302622126436,4.536178312114515,5.918661
source10_segment_153.wav,-155.22438,166.30916,-18.744888,23.598396,3.8506396,9.750888,-19.163214,-3.1545937,-4.6510262,3.5511236,2.0979679,-6.0350547,-4.4898996,0.04063397988505747,69.15638540401498,9.958381
source10_segment_154.wav,-178.68637,158.45699,-16.283468,29.79217,16.095015,8.948932,-23.102306,-8.639265,-4.5958576,7.781149,-0.59577453,-2.0575254,-2.2726517,0.039646192528735635,60.6447619548517,8.998483
source10_segment_155.wav,-157.72722,186.03119,-16.411905,20.82841,6.4769554,6.5651183,-18.970547,-4.737092,-12.810764,3.0330312,4.539189,1.6060809,-5.6826944,0.033483746408045974,73.19152720602251,9.642725
source10_segment_157.wav,-159.98021,187.53543,-18.3614,15.233324,-1.6701821,-1.2854929,-19.229483,0.9112021,-1.570829,8.429647,4.333744,1.5658544,-1.9830444,0.036722117456896554,68.76466487308471,8.135662
source10_segment_158.wav,-211.27205,171.9839,-9.925521,19.125141,12.995861,14.740991,-12.926814,-2.261514,-6.3618746,6.1630635,5.792914,4.213664,-1.8614914,0.033506196120689655,35.87046297112929,9.553525
source10_segment_159.wav,-211.58684,164.64224,-16.050869,13.602076,9.940274,6.6620483,-23.84322,-7.15205,-6.5264144,11.000402,6.1034617,2.3323295,-6.014087,0.047088272270114945,27.86790887657125,7.2387915
source10_segment_16.wav,-362.96915,83.82184,-9.000362,35.5942,-3.0644042,4.3326087,2.1123571,9.750711,9.350258,3.784306,-1.0653687,1.3493243,-8.393951,0.11586857938218391,0.1271754283479404,6.5472817
source10_segment_160.wav,-68.36208,49.863613,-59.213436,-21.793411,1.776037,8.865725,-2.9423544,16.53686,-8.50809,-2.6538796,-10.296792,-6.508637,-2.448228,0.16402321300287356,34.29219642367171,3.9833894
source10_segment_161.wav,-210.41298,90.07795,-37.81265,3.99448,-7.1898317,5.040107,-21.01271,-13.436955,-13.33784,4.559702,2.188292,1.3739549,-4.475469,0.12181775323275862,9.335105650704996,5.632117
source10_segment_163.wav,-282.0176,115.701225,-24.606007,15.674197,-1.3553675,1.7913946,-23.307503,-17.104588,-12.089646,10.050716,13.609,5.5596533,-8.8408785,0.08712733477011494,3.183372809144872,5.165674
source10_segment_164.wav,-159.08409,152.87915,-31.674263,23.499266,11.740393,6.224298,-43.34159,-15.024345,-11.003248,9.402672,9.013408,3.0852296,-8.907972,0.06794405531609195,15.830343278949202,5.336473
source10_segment_165.wav,-192.43074,143.98021,-25.492134,24.983683,2.7031956,0.8907715,-35.034176,-21.563095,-14.00306,11.597477,9.099466,4.4087358,-11.840743,0.07191204202586207,11.756829281680115,5.674165
source10_segment_166.wav,-171.6267,57.111855,-52.659122,-11.018068,-0.43477964,5.774612,-4.884757,12.204444,-6.4342117,1.7115031,-6.8743587,-5.0003204,-6.1726623,0.1578607668821839,9.973878472508199,4.4652715
source10_segment_167.wav,-182.3005,64.260284,-52.21742,-9.1182375,-4.0129333,5.2076864,-12.118614,4.2038236,-8.947437,4.6575913,-8.287296,-1.5597801,-5.0171847,0.15382543103448276,8.913077713514882,4.5038357
source10_segment_168.wav,-323.64355,91.90178,-33.226315,13.081224,-3.633355,1.5979373,-20.853077,-16.012564,-12.743247,3.1736016,8.2442665,6.748324,-3.8556378,0.10429575251436782,0.4285692162383562,5.509096
source10_segment_169.wav,-320.07462,80.52852,-36.446423,20.992624,-5.322478,0.8982163,-19.828222,-12.298239,-3.7916694,4.6326127,4.9338503,9.226343,-3.8017654,0.11257408405172414,0.28309435523703863,6.3289485
source10_segment_17.wav,-249.20232,134.07243,-23.527802,19.94393,4.746919,0.92596954,-26.336838,-4.532882,-6.199533,5.532178,2.10728,4.3404255,-3.9053614,0.07216460129310345,10.471668030981018,6.5625696
source10_segment_170.wav,-326.79742,68.17861,-37.35731,16.973576,-21.740948,-6.305154,-13.933571,-3.0638087,2.095336,8.575847,3.3136551,4.343708,-2.287742,0.13965966235632185,0.3032050422638997,5.498729
source10_segment_171.wav,-192.67015,148.171,-28.132664,23.501705,2.8363335,0.89987946,-36.6749,-20.761606,-15.667525,7.282603,5.512386,3.1956856,-13.468294,0.07014973958333333,12.719669181639436,5.9569464
source10_segment_172.wav,-153.4111,161.8726,-28.39698,23.002827,12.995962,4.1452503,-42.917244,-12.9115,-13.089322,7.7129393,8.232703,0.36675075,-9.346577,0.05679216056034483,21.383314432287268,5.726703
source10_segment_173.wav,-261.1963,123.96124,-25.814268,24.307463,0.9787056,3.993552,-25.938768,-17.75894,-10.859493,9.921121,10.08069,3.5988455,-10.570298,0.07930360991379311,3.0787964769285816,5.5818286
source10_segment_174.wav,-145.74673,54.723858,-58.026,-17.641129,1.036511,5.2067137,-4.2117395,12.283534,-7.432153,1.3297745,-6.7348723,-6.363257,-7.5920763,0.16116087464080459,10.387537400141872,3.8135703
source10_segment_175.wav,-215.14455,48.38019,-53.402176,-2.0680618,-8.303208,7.7755322,-3.7926226,7.552611,1.5951593,4.7187552,-11.37781,-1.1976886,-3.9569933,0.1858611709770115,7.124420688284197,3.7584171
source10_segment_176.wav,-296.09888,106.51555,-29.2568,20.956133,-5.3347106,1.4968791,-22.76836,-23.353928,-12.387508,9.878565,7.6387596,4.3640027,-9.455969,0.0987169989224138,0.6433125903573016,6.064204
source10_segment_177.wav,-313.1844,102.40775,-29.501572,19.223125,-3.5828893,2.6588607,-17.397102,-20.206978,-13.745046,3.8983936,7.7188168,3.9810054,-8.908424,0.10249416307471264,0.5103860134258866,5.988744
source10_segment_178.wav,-334.97156,109.56857,-18.436895,13.141982,-1.5723888,-0.2740861,-21.757088,-15.816308,-11.877628,8.5399,11.455074,2.7753372,-8.425233,0.08686355064655173,0.28306666821583937,6.0418043
source10_segment_179.wav,-197.06679,142.29611,-27.62978,26.806282,6.184129,2.2179031,-33.80022,-13.237609,-10.2709255,8.571688,6.607684,5.059627,-8.186476,0.06972880747126436,13.25561340355539,6.855445
source10_segment_18.wav,-166.30586,171.57181,-22.253382,18.747381,13.744473,5.0919924,-36.972363,-14.972453,-18.029577,9.968669,4.9460692,4.472975,-9.808311,0.049041397270114945,24.051627521585118,6.2086644
source10_segment_180.wav,-173.56482,153.32104,-26.865063,29.661406,12.74944,6.623815,-38.342396,-17.191488,-11.923373,7.7859616,4.0569696,3.5360389,-10.950491,0.06476742097701149,13.985995119041496,5.698808
source10_segment_181.wav,-235.50258,127.38682,-29.859358,10.295893,9.125456,5.901142,-21.513891,-15.204619,-13.257783,6.663361,5.343853,3.7874925,-12.849058,0.0859936242816092,4.86465103284124,5.6670804
source10_segment_182.wav,-123.01353,62.852066,-55.937984,-18.019543,2.5834792,6.514369,-5.270067,10.918055,-8.8617325,2.9717593,-8.271738,-4.9186654,-6.32124,0.1527702945402299,17.096295103430748,4.071472
source10_segment_183.wav,-193.07541,155.64076,-24.822533,21.75788,14.44607,6.860581,-27.465038,-8.310822,-7.943795,12.344516,4.765688,-4.656415,-2.5058367,0.05865548670977012,41.543892226909854,7.0986714
source10_segment_185.wav,-163.5763,178.51405,-18.075794,12.923102,3.0795562,9.034215,-15.4132595,0.110763684,-2.0062969,2.2010307,-1.4643672,1.7649056,5.6176233,0.0373114224137931,58.65871405009523,7.929659
source10_segment_186.wav,-161.86386,192.36205,-22.15065,12.089739,8.921645,5.3449006,-22.104898,-1.6979738,-6.3380575,9.599537,0.8200717,-0.9741502,-3.4590452,0.0317102191091954,61.149720774888564,8.844788
source10_segment_187.wav,-184.62848,177.99767,-15.38007,15.527236,-1.8492695,4.299025,-19.63989,-5.5070133,-3.5437539,5.600616,1.6388851,-0.08316929,2.6965425,0.04079112787356322,63.922020608880395,9.057964
source10_segment_188.wav,-227.99306,164.4064,-17.374348,11.579848,7.7135353,10.445196,-9.667322,4.6549172,-1.9071989,5.702699,0.042878855,1.3246797,-1.3240939,0.048828125,43.57611520401063,8.142765
source10_segment_189.wav,-193.42578,180.81583,-13.321271,21.283821,11.7209425,6.9213967,-19.495102,-2.7313874,-7.3803134,8.65485,4.34195,-3.3802593,-4.695514,0.021798670977011495,66.79522197477348,11.715447
source10_segment_19.wav,-171.55246,104.753685,-38.372402,-3.4881852,7.0189433,5.472669,-14.479369,-2.3994176,-11.387474,4.9563537,1.1582438,-0.9199531,-8.475279,0.10327990301724138,12.713757044903334,5.207994
source10_segment_190.wav,-146.06862,107.98723,-44.448563,1.2331432,11.993954,7.330627,-14.156839,6.1445556,-8.3364725,4.4530926,-1.7419591,-4.915397,-6.8636107,0.10712441630747127,27.22024283583822,5.8946505
source10_segment_191.wav,-136.2175,84.51819,-38.307495,-9.8454075,3.4333475,12.810571,-9.355949,5.6194887,-7.4933453,4.382259,-4.207316,-3.7262225,-5.148926,0.14471646012931033,33.82981783485618,5.601367
source10_segment_192.wav,-137.65854,148.3609,-24.762045,32.09767,5.20388,7.629162,-23.392794,-6.95569,-6.0479307,5.712131,-1.7982304,-7.5910454,-0.32436052,0.07504938936781609,71.31887617366839,8.570551
source10_segment_193.wav,-201.67007,174.64706,-10.243561,29.497713,20.526857,12.003517,-19.738802,-1.2046221,-1.2877342,11.043003,3.5596867,-1.0241871,-4.3159504,0.031188263290229886,54.97252919334362,10.064265
source10_segment_194.wav,-162.78038,184.13448,-13.526111,21.362228,10.555453,5.9034305,-19.41425,-4.9738903,-1.3443365,9.153568,2.4687662,1.284079,1.9352584,0.021540499281609195,80.4894992519791,10.95345
source10_segment_195.wav,-201.12238,160.44774,-19.180782,23.10442,12.849419,6.863077,-27.04674,-7.8711715,-7.7445526,9.335143,5.4336667,2.9500272,-0.014241128,0.05377267420977012,23.522428592163855,6.6358466
source10_segment_197.wav,-204.67636,149.87154,-13.193157,36.747066,16.940647,12.532896,-26.04069,-9.4497795,-10.297025,5.521322,6.193352,-5.7097483,-5.049146,0.05459770114942529,31.234125340228964,9.803368
source10_segment_198.wav,-155.78836,89.208145,-46.4636,-7.756031,7.6652207,9.506559,-11.948822,5.2583632,-10.148694,3.7021701,-1.989001,-3.9872048,-8.765763,0.12806438577586207,10.782896125860427,4.461791
source10_segment_199.wav,-160.3707,77.43458,-41.415024,-11.299398,-1.3616838,9.662915,-10.329927,2.0475912,-8.649669,3.4355388,-5.1627636,-3.3621511,-0.7559509,0.15195088002873564,12.86530714257267,4.3994627
source10_segment_2.wav,-92.85418,56.935368,-63.522457,-25.665033,3.6006587,11.885223,-2.322664,14.244494,-7.512884,-2.0202446,-11.832427,-7.2745304,-8.183377,0.15259069683908047,25.68047059646369,3.9583683
source10_segment_20.wav,-158.84088,60.96571,-54.866714,-17.375645,-1.3007599,7.37277,-4.371392,11.480413,-1.9252337,-0.14116721,-9.873613,-4.436701,-6.563782,0.15370195761494254,15.930915750916405,3.8911216
source10_segment_200.wav,-160.105,165.60324,-17.208212,18.944958,5.2761436,6.6168633,-25.64774,-6.1661806,-3.8897085,4.6186595,3.7998343,-3.714174,3.3329268,0.04665611530172414,60.2014116351118,8.428515
source10_segment_201.wav,-145.3572,168.10318,-24.062096,20.227945,10.398403,7.0665264,-22.683052,-2.5227432,-4.1848297,4.239762,-1.5088441,-1.1316322,1.30915,0.040948275862068964,68.18645320034148,9.012911
source10_segment_202.wav,-275.1194,156.28319,2.5876992,25.821224,21.486738,13.773077,-19.019625,-7.455071,-8.812801,9.233895,1.7841105,4.082439,-10.819535,0.04167227909482758,26.34705483991567,9.638588
source10_segment_203.wav,-261.6045,147.55418,-9.503159,26.24676,11.172065,10.60982,-26.117794,-16.842453,-15.831022,11.618092,12.407441,-2.3039517,-8.380082,0.05646102729885057,7.02468742586501,7.5115376
source10_segment_204.wav,-197.905,178.33766,-11.146199,16.881123,13.435228,8.222777,-19.243187,-4.887287,-7.614289,6.7682886,5.8554173,1.1646295,-3.7899168,0.035229211566091954,51.424567328808806,9.256287
source10_segment_206.wav,-208.03206,178.19919,-13.804095,12.383101,12.763893,7.2065964,-25.787508,-11.44745,-14.493999,8.003668,0.27765787,0.31631756,-9.98454,0.03577922952586207,40.76534758528545,9.489523
source10_segment_207.wav,-128.688,59.134254,-51.805416,-8.938266,8.42553,15.081612,1.3401511,20.31787,-0.11654973,3.2803853,-3.7730885,-6.25974,-5.1690097,0.16414107399425287,11.07780485644123,3.5756576
source10_segment_208.wav,-219.78416,110.27438,-29.571424,-6.9974036,0.9328466,9.982583,-18.924847,-9.231969,-11.39046,6.1271496,1.7100011,-1.9588046,-11.009987,0.10688308189655173,5.75112593494056,5.5420537
source10_segment_209.wav,-307.2559,125.934006,-20.509075,8.163608,-6.123709,3.2042935,-16.872953,-18.134937,-16.381754,5.0586762,6.9779334,-1.5142978,-10.380341,0.07265288254310345,0.5748067843331688,5.6994104
source10_segment_21.wav,-332.57825,118.243065,-15.101498,4.681322,-13.505615,-4.5872025,-14.143989,-6.4396315,-6.4127827,-0.7467954,0.9256126,1.6282655,-9.902082,0.09528219288793104,0.8482237182471944,6.2701235
source10_segment_210.wav,-292.92242,115.4117,-28.325361,11.152599,-13.072673,-0.21441291,-24.258686,-23.60473,-14.650676,7.1935086,10.823134,-1.5884113,-14.983345,0.09014120869252873,0.9073393042895129,5.5469146
source10_segment_211.wav,-198.01768,135.08981,-30.507116,24.924948,4.1207604,3.5666697,-35.533524,-14.571298,-12.498214,6.3262362,7.1613083,4.0789804,-8.272722,0.07072781968390805,13.486716901401765,5.7302675
source10_segment_212.wav,-163.48932,166.914,-30.252264,18.166698,17.71071,4.714401,-43.988712,-10.843803,-16.163189,12.02068,10.7725935,2.0967255,-9.380378,0.05568651221264368,20.15238957609125,5.672553
source10_segment_213.wav,-293.3027,100.475426,-21.999424,36.91689,-0.81782573,3.0012407,-15.211515,-8.127141,-4.744891,4.9438014,1.758853,2.3497982,-10.0672035,0.10416666666666667,3.29187001825321,6.701578
source10_segment_214.wav,-138.62596,60.60783,-58.083187,-15.952782,-0.115475304,4.812294,-5.3687563,10.524198,-7.7112293,2.197966,-5.12216,-4.421563,-6.1377487,0.1604761584051724,10.472427957209534,3.8085544
source10_segment_215.wav,-193.50806,74.09515,-45.08222,-7.99215,1.9293596,8.704782,-11.772639,2.0722973,-10.389682,4.9148965,-2.5359502,-3.9307282,-9.629988,0.14848239942528735,7.901125527918339,4.124319
source10_segment_217.wav,-325.51288,122.22123,-20.897346,7.3546634,-3.859774,1.491628,-20.202778,-22.821833,-13.022104,11.597436,11.752457,2.6121142,-11.311246,0.08758194145114942,0.7053820040055562,5.595454
source10_segment_218.wav,-163.47908,160.27411,-29.022514,21.635164,14.687608,4.487742,-44.658337,-12.996495,-14.770633,8.010001,8.206603,4.5138526,-8.572792,0.05834680316091954,20.572914526894174,5.7295465
source10_segment_219.wav,-222.30177,148.99411,-16.923954,28.31825,16.125608,7.7661386,-32.749283,-14.679149,-12.553301,10.47559,6.4649625,6.7383323,-10.130622,0.054159931752873564,11.65882709814,6.8383293
source10_segment_22.wav,-337.4482,112.36769,-12.674084,10.225707,-21.194567,-6.706644,-9.429195,-7.115282,-13.393246,-7.4191537,0.5994367,8.853475,0.058496382,0.09248159123563218,0.25167424014459056,6.289012
source10_segment_220.wav,-254.24344,82.42423,-34.6092,20.540962,4.114789,5.5114956,-13.492792,-1.5516182,-3.4118073,6.453335,1.0157645,0.45459363,-7.497886,0.11266949533045977,2.8369417785848867,5.9847445
source10_segment_221.wav,-95.65118,52.609974,-60.44005,-25.194258,6.644088,4.990215,-4.3312874,16.341417,-11.804459,2.4287102,-11.743454,-6.0296144,-4.907638,0.16373136673850575,17.978988626500826,3.7986329
source10_segment_222.wav,-303.84732,122.569435,-23.237528,17.008476,-2.4721358,3.0553722,-22.262434,-26.728487,-13.576839,8.675872,11.094241,1.7619402,-12.841522,0.08538748204022989,1.1018607009994401,6.0617943
source10_segment_223.wav,-312.42056,120.22916,-20.307867,6.541276,-4.4949136,3.8568323,-22.708887,-24.200367,-13.912625,10.56203,12.156947,1.2669033,-14.638145,0.0908483746408046,0.6258541596304069,5.48731
