Filename,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC_Var,MFCC_Skew,Spectral_Contrast_Mean,Spectral_Contrast_Var,Chroma_Mean,Chroma_Var,SFM,Spectral_Centroid,Spectral_Spread,ZCR,STE,Spectral_Skewness
source10_segment_0.wav,-247.34747,171.07893,-11.058022,6.8527164,11.382299,4.3213043,-31.769821,-23.865383,-25.112526,6.3587275,9.170333,8.4940815,-14.434638,203.68732,0.035103664,15.588107394864968,9.612267967283548,0.53406376,0.065361924,0.002398948,2093.0376767171074,3242.3772617998993,0.04270496587643678,4.1708423550418345,6.277948
source10_segment_1.wav,-207.67012,78.07201,-46.926575,-4.496513,1.4266827,9.563294,-3.7830515,7.926801,-7.6191826,0.8879634,-2.5091858,-3.8473034,-8.210221,1626.6803,0.15166013,13.96463845784181,9.205293344264176,0.56516963,0.044780686,0.04439945,4818.330298025142,4813.709849784815,0.13449061602011494,6.5465932987856466,4.2431793
source10_segment_10.wav,-306.7171,97.0712,-29.03477,17.96257,-4.24553,-0.6659403,-15.726733,1.2754644,-2.321913,1.1667358,0.72833323,6.049837,1.930725,785.76715,0.103725724,14.89769665180043,14.56884639337809,0.4630141,0.06760124,0.03854895,4369.938584478862,4453.101186140345,0.10536211386494253,1.8877650776964132,5.7104235
source10_segment_100.wav,-139.6133,166.43918,-30.477987,22.130665,11.988312,4.079345,-36.83021,-8.747863,-11.773706,13.235798,2.932879,0.009943554,-5.330861,96.00076,-0.2576442,15.277236902052566,7.096106975136649,0.5635965,0.049393613,0.0026456432,2275.3004716135824,3093.541587742308,0.05466505028735632,15.017958380901012,5.505962
source10_segment_101.wav,-103.69254,80.767044,-49.225338,-11.584733,5.4091487,6.839028,-9.872926,9.539614,-7.9395123,3.1015387,-8.218906,-4.8705425,-3.8929117,465.8935,0.2503988,14.74366512650264,9.507336832277147,0.5123376,0.051744964,0.047681168,4848.6915669390455,4830.822082655789,0.13336813038793102,11.642465965806188,4.4868116
source10_segment_102.wav,-249.84103,119.61362,-26.961832,22.87067,-4.8479023,-0.40110692,-26.826376,-25.137625,-19.01627,6.0662947,6.216106,0.7317047,-13.251041,389.0676,0.11246547,15.06477006445723,12.918869460510736,0.49194717,0.07124528,0.018873237,3568.395079848399,3981.6151624540034,0.08459051724137931,1.467504844920053,6.0844145
source10_segment_104.wav,-275.15286,112.00629,-24.88486,25.537365,-5.3835816,-0.36304834,-24.563416,-20.928143,-16.464502,6.28649,9.002796,1.3353713,-11.271635,273.0511,0.20293616,14.470340297575676,10.304885507229105,0.5076006,0.06583276,0.02345781,3799.723580243381,4190.622487144456,0.08667834051724138,0.4769274494422309,5.450969
source10_segment_105.wav,-180.505,143.15604,-25.053408,28.606403,4.825565,3.596109,-34.020042,-14.732229,-13.590468,8.927723,5.6251607,4.4913464,-7.4349513,421.61545,-0.16580084,15.3593701837153,9.905180410674864,0.5446641,0.05885285,0.010993746,2874.855765017223,3596.974723354104,0.06581694504310345,8.65393953333808,5.830499
source10_segment_106.wav,-164.69595,160.8256,-23.526827,26.356405,13.157753,5.0794606,-37.557312,-13.860059,-15.533494,10.2210655,5.013751,6.1208143,-8.519553,177.29483,-0.20245431,15.558096352826658,11.050660761093571,0.57176965,0.049667925,0.003986989,2356.1273543487814,3240.316867843154,0.05340225395114943,10.322077078475601,5.7825255
source10_segment_107.wav,-230.4826,86.39333,-39.658413,14.911534,0.34262538,5.4448733,-13.5825615,-0.5909233,-3.373047,6.7757792,1.4059298,-0.12583072,-7.4957232,654.25305,-0.0005823305,14.91505486033758,11.597444356795505,0.48867607,0.06213881,0.035907432,4515.867932489076,4595.6141203457255,0.1070177801724138,1.8082227330073455,5.447202
source10_segment_108.wav,-118.415985,67.37351,-52.640507,-16.964363,3.0032868,5.721332,-8.584689,10.075232,-10.561052,1.7772164,-8.148641,-4.98165,-6.297694,567.1123,0.25259203,14.833531821908412,9.429207411504404,0.53616935,0.041702837,0.049413603,5189.324927711561,5075.1963752547745,0.14834770114942528,8.741607304366381,4.198571
source10_segment_109.wav,-179.6269,170.10312,-17.412643,14.084833,0.44828418,2.098097,-21.96857,-6.9902196,-8.36765,6.62933,4.5578127,-2.113334,-3.8195162,698.44965,-0.026857065,15.238436236529534,13.681600320809602,0.4328674,0.08724388,0.0037365607,2183.9411503651313,3173.4514488988507,0.044338182471264365,33.89023632557815,8.423577
source10_segment_11.wav,-134.74454,168.1945,-31.596964,24.125542,14.430247,7.3505483,-34.361492,-9.798001,-12.336032,8.7559,5.3273735,2.6171663,-4.192841,56.842712,0.1174532,15.645868959219127,8.953065558897752,0.5717997,0.050031442,0.0024142028,2217.3767555354993,3027.9554968582697,0.0524481411637931,16.38880503404821,5.86959
source10_segment_110.wav,-121.45744,159.18399,-25.50253,25.743359,0.9252206,7.8330746,-20.822811,-5.8405743,-11.313794,-4.707896,2.8341937,-0.96797925,2.7891023,307.57275,0.11690422,15.914496217920302,14.031536803704938,0.4607767,0.07584549,0.0059592486,2487.921198894549,3209.853680168631,0.05832435344827586,40.75265031536729,8.521987
source10_segment_111.wav,-126.9728,180.46138,-23.146778,10.207867,-4.520458,-2.1165257,-23.832458,-2.0476,-2.6300836,5.787129,-0.72662055,-1.9480718,2.9810941,193.7032,-0.111652024,15.73481538726669,12.682577242763418,0.47407687,0.07159581,0.002364824,2002.5119794468055,2934.771898417933,0.0365930316091954,40.022112844743354,7.5845594
source10_segment_113.wav,-162.22229,176.40785,-16.567516,13.490916,7.1987557,7.0352144,-24.518303,-5.986382,-10.795473,5.738734,1.7831804,3.036936,0.6602439,376.8865,-0.2668116,15.276402674897074,12.907342347743263,0.5347833,0.064022,0.0024254196,2042.417502634947,3094.9326802522623,0.03765378053160919,26.917448842101273,7.6924586
source10_segment_114.wav,-204.47658,152.42442,-14.742391,22.875452,9.527163,8.363535,-23.325377,-11.646643,-12.924295,8.354262,8.571176,-0.77086455,-3.3516169,976.98474,0.09173265,15.469488890758957,15.163848289142981,0.51506084,0.07102343,0.006197242,2552.627178089039,3540.3778460017998,0.05140422952586207,22.344758445450854,8.225652
source10_segment_115.wav,-193.54482,154.81354,-10.431551,16.715124,9.5285845,13.03856,-21.212294,-3.9703257,-8.2597275,4.2465987,5.756237,-1.8703557,-2.9419224,593.59644,-0.07979596,14.886635636578735,13.000486159872041,0.5380144,0.06266204,0.0081896,2601.7782409503234,3688.6131849110566,0.05041644216954023,23.63627080379237,8.056134
source10_segment_116.wav,-184.66602,169.93518,-15.296447,15.28917,1.1193929,1.9967202,-26.269001,-5.257899,-9.276849,9.344409,-0.61012155,3.365522,-0.45165372,349.09583,0.12453221,15.331668302503187,13.0443047762791,0.5038455,0.06945174,0.004373573,2254.915318993393,3181.3503180557564,0.05297570941091954,13.528411938959593,6.8254986
source10_segment_117.wav,-84.74222,58.989674,-61.08781,-18.041391,1.2042944,5.3992105,-2.7781582,13.592999,-7.3002973,-3.4155085,-9.644176,-6.252599,-5.0561376,121.47606,0.06971304,14.414885879181867,9.121317926607743,0.5144768,0.0407526,0.05649975,5379.354423824982,5113.9534566855355,0.15068247126436782,12.17429883680118,3.7533042
source10_segment_119.wav,-123.351555,166.61143,-23.712818,19.949286,7.7689905,8.513276,-16.642628,-0.909367,-4.778771,4.8375587,0.46741423,-3.312512,-1.8550608,503.93073,-0.22990339,15.693835442760818,12.763537084559493,0.4526054,0.07921868,0.004761953,2159.298341262129,3104.169767317927,0.036458333333333336,52.67099311748638,9.89392
source10_segment_12.wav,-205.5496,163.84766,-15.553649,24.620432,13.430187,4.760605,-29.634544,-15.5564,-17.347532,9.677317,9.07771,7.6267567,-8.972266,324.35138,-0.17622028,15.670394746407469,12.143112222021347,0.5417308,0.061633307,0.0032571408,2241.340440515283,3298.982110006047,0.0463586566091954,7.138103138327039,6.4173107
source10_segment_120.wav,-283.09506,147.24782,-3.1508017,15.039635,7.8553433,7.478033,-17.823633,-7.3794613,-11.104383,8.360703,10.367896,2.559697,-8.728482,964.6793,0.097434394,15.115397615160614,13.156545291097045,0.5113078,0.05969709,0.010295938,2856.18070864223,3989.4519339628055,0.05097768498563218,8.136510101179296,7.915065
