Filename,Label,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC_Var,Spectral_Contrast_Mean,Spectral_Contrast_Var,Chroma_Mean,Chroma_Var,SFM,Spectral_Centroid,Spectral_Spread,ZCR,STE,Spectral_Skewness
breathing10 (10).wav,breathing,-167.58643,164.91786,-22.55281,24.847363,15.844801,459.75626,15.583723465129392,8.881019467657188,0.5492215,0.05511764,0.0026241702,2282.917753183934,3248.156815065633,0.051550152658045974,11.594748750479752,5.9946175
breathing10 (11).wav,breathing,-163.04767,77.70566,-37.419563,-14.198447,-4.9481874,1958.1315,14.893744524184386,10.464963009749043,0.52188796,0.056395173,0.05745582,5221.954930120004,5113.586300396883,0.15471219468390804,5.197059009665613,4.519419
breathing10 (12).wav,breathing,-195.57507,158.66595,-25.854658,18.66372,10.6984,596.1939,15.60744480409783,12.228124172906432,0.52561504,0.05969441,0.003100792,2382.6262725680167,3271.642721200498,0.0592840786637931,7.362836094799242,6.2370577
breathing10 (13).wav,breathing,-102.30109,91.624146,-42.1335,-5.3773537,0.25471386,2010.8824,14.621904424154655,10.431598944113109,0.5075345,0.0545962,0.04193196,4507.370009224117,4583.1080216734945,0.11903960129310345,20.21832018186785,5.5703754
breathing10 (14).wav,breathing,-131.3903,153.61679,-27.41251,24.987167,5.616718,149.02313,15.571649831647692,9.049597399951391,0.5781042,0.049492314,0.0045412746,2558.1259083139535,3366.6027504227095,0.06049636314655173,13.053995428095448,5.5427785
breathing10 (15).wav,breathing,-193.4544,49.20226,-49.886303,-12.27632,-3.0853055,3286.5352,14.037026895217512,8.831864738563555,0.5427803,0.050070677,0.07685248,6000.672069710082,5280.339039313054,0.18340853987068967,4.248587741032027,4.2739844
breathing10 (16).wav,breathing,-180.23889,80.31179,-32.31015,-19.123346,-5.621224,2800.6577,15.003816416949084,11.111729485514036,0.50528437,0.054883216,0.05375475,5203.55177197353,5140.014521009883,0.1560760147270115,4.726727705750334,4.566213
breathing10 (17).wav,breathing,-152.3422,61.953217,-44.781155,-9.267774,-2.6526785,2303.7869,14.539526958613054,11.021124397269118,0.503119,0.06552319,0.06640976,5630.345604950158,5089.323541889219,0.17234083153735633,6.66454465385268,4.8043485
breathing10 (18).wav,breathing,-188.28233,153.77055,-19.03821,28.45818,10.743909,717.77234,15.308174686556848,8.469249503699695,0.5463312,0.061875742,0.0037709146,2452.0978482468763,3456.743158983369,0.048732713721264365,7.797850868217862,6.3859477
breathing10 (19).wav,breathing,-161.02509,161.36537,-29.392696,17.082092,14.904231,283.39935,15.95297430156513,8.63582676149824,0.53431976,0.04990451,0.0030219513,2395.9745943719645,3241.449326029932,0.05988460847701149,9.91502112113047,5.504802
breathing10 (2).wav,breathing,-262.65414,132.63368,-19.954773,24.208813,4.093756,932.7964,15.16661148948418,11.74059538921333,0.50088495,0.07082055,0.01566853,3213.131979004845,3883.903443142589,0.06878591954022989,1.7969831977890147,6.442756
breathing10 (20).wav,breathing,-102.04481,48.720867,-57.17433,-19.739405,2.7096753,223.12906,14.802400920074088,9.482630806733848,0.54700804,0.034135934,0.06892111,5931.644371557672,5359.363762378692,0.18070334949712644,7.587032149626599,3.6057038
breathing10 (21).wav,breathing,-209.56331,79.0406,-26.447252,-12.461106,1.7961243,2625.7395,15.187400556597705,13.74840600096035,0.52887326,0.06171802,0.05785309,5310.31718609914,5220.961378457661,0.14861709770114942,2.847988417452858,5.012205
breathing10 (22).wav,breathing,-107.36219,55.95851,-62.3922,-18.099512,1.8825072,407.331,14.447511173792979,8.254154899533413,0.55651075,0.043207575,0.055273637,5472.0111703745815,5077.31888946344,0.16086902837643677,8.288233795703922,3.5617354
breathing10 (23).wav,breathing,-183.64523,164.35997,-23.288933,21.158394,18.88558,203.09955,16.066122469361765,9.519853544527546,0.49311328,0.05684499,0.0023274957,2246.538103915783,3219.3618852676927,0.049877649066091954,8.726931767005237,6.3986135
breathing10 (24).wav,breathing,-156.19716,39.898968,-47.721523,-22.700794,-4.263179,1341.5667,14.71448776341028,11.390335251407645,0.49968,0.041571807,0.08270643,6663.24929883482,5593.087143643182,0.21928318067528735,4.356927645182765,3.8697383
breathing10 (25).wav,breathing,-160.7116,50.867115,-60.900402,-13.942338,2.2114155,1227.6929,14.85371250316312,9.679722255445798,0.5322268,0.039594173,0.055248667,5610.043777924067,5176.184186591751,0.16723352191091953,3.910888313746478,3.8951108
breathing10 (3).wav,breathing,-171.59683,162.94691,-22.565573,20.554762,12.46688,632.02576,15.460786625366554,9.53093963315782,0.56609255,0.055291947,0.002851003,2296.7175227939206,3252.035622429033,0.05219558189655173,11.91903719339369,6.21793
breathing10 (4).wav,breathing,-192.5455,144.63713,-32.6844,19.57877,12.890489,1177.0734,15.618154957046285,10.533950501433038,0.5393503,0.057622578,0.009544916,2785.518472214449,3426.6825945665905,0.0689318426724138,7.5212052592017145,5.9151077
breathing10 (5).wav,breathing,-244.72418,64.94975,-31.136208,-9.671338,5.4962333e-05,3672.893,14.815473468611255,11.227896740163715,0.48403618,0.06545171,0.073486224,5871.3547608797535,5287.593099189609,0.19256241020114942,3.211755353553662,4.712146
breathing10 (6).wav,breathing,-128.74149,71.58079,-53.921722,-12.978584,2.4618773,1801.8896,14.883456356882382,10.822902162102752,0.52671164,0.047296118,0.04513116,4951.635019793847,4838.85018522035,0.13912648168103448,9.312506157667995,4.384633
breathing10 (7).wav,breathing,-144.44104,165.35391,-32.93827,17.707504,13.513872,51.97631,16.168299245800064,10.05153995894344,0.54602873,0.05062889,0.002663052,2327.4105563475555,3098.7116937973487,0.059963182471264365,11.151035121900454,5.088079
breathing10 (8).wav,breathing,-170.02818,59.349133,-42.27619,-11.290643,-3.7947888,739.76196,14.687449871428408,7.875446421121831,0.4470993,0.031384323,0.06515643,5850.612159303259,5300.100003857724,0.17967627514367815,2.6975893616525597,4.0154076
breathing10 (9).wav,breathing,-215.69437,62.48056,-50.658573,7.89248,-0.97454625,2230.349,14.621874234036047,12.235783828949653,0.5588436,0.05305238,0.051822864,5258.77910347739,4698.6110422285965,0.1563117367097701,2.415044809255555,4.090325
breathing10.wav,breathing,-228.29384,80.641174,-40.131752,-2.9809103,-2.0387588,2922.9055,14.514579283864274,11.17867642108257,0.49908385,0.06173338,0.0569729,4978.663600185563,4775.458845120104,0.14027141702586207,3.83666895342334,4.796459
breathing11 (10).wav,breathing,-190.80501,135.69215,-5.5292587,9.125001,11.751954,1066.4235,15.083591166786379,10.109887109725019,0.55432034,0.06154884,0.010250771,3196.988883620216,4379.968668278378,0.06458221084770115,4.893913545936475,5.7291307
breathing11 (11).wav,breathing,-80.506485,28.405691,-24.415052,-34.533836,-9.587716,333.868,13.833385037043557,7.628518755190038,0.52312607,0.028717197,0.19368187,8490.079649928357,6331.8744782315225,0.30720186781609193,8.911853884438301,3.0772762
breathing11 (12).wav,breathing,-139.3687,35.91248,-17.031317,-26.8018,-0.33732897,101.43735,13.791937985963518,8.806751342481704,0.5397501,0.020693494,0.2038685,8482.360816216096,6381.9875821317655,0.31757363505747127,2.053914124743658,2.4130988
breathing11 (13).wav,breathing,-272.67957,41.512238,-13.747729,-12.028371,-5.815263,3887.2832,13.420797268621223,8.895823542804054,0.5490926,0.041900057,0.19164445,7871.492911407369,6120.3249538963055,0.28721601113505746,1.2349814441690297,3.4804666
breathing11 (14).wav,breathing,-245.19885,72.90777,-6.7099714,-4.364598,3.0137625,2328.359,14.285111914988615,10.854599895153486,0.4886825,0.06197767,0.105169825,6259.660974655588,5596.794239866529,0.21442843031609196,5.900889044358379,5.116506
